Shortbred_ID	ShortBRED_ARG_Family_Name	DbAcc_ID	Db_Name	Marker_Source	Product_Name	Description	Seq_Type	Database_Source	AMR_Family	AMR_Class	Drug_Targets	AMR_Mechanism	ShortBRED_Analysis	TD_Analysis
MF6751	gb|AGZ83156_1|ARO_3001547|OXA-360__Acinetobacter_schindleri_	ARO:3001547	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6752	gb|AHA11124_1|ARO_3001548|OXA-361__Acinetobacter_lwoffii_	ARO:3001548	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6753	gb|AHA11126_1|ARO_3001550|OXA-363__Acinetobacter_lwoffii_	ARO:3001550	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6754	gb|AHA41499_1|ARO_3002948|vanHO__Rhodococcus_equi_	ARO:3002948	CARD	ARDatabase	vanHO	gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanO_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6755	gb|AHA41500_1|ARO_3002913|vanO__Rhodococcus_equi_	ARO:3002913	CARD	ARDatabase	vanO	van ligase|gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanO_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6756	gb|AHA41501_1|ARO_3002954|vanXO__Rhodococcus_equi_	ARO:3002954	CARD	ARDatabase	vanXO	gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanO_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6757	gb|AHA41505_1|ARO_3002930|vanRO__Rhodococcus_equi_	ARO:3002930	CARD	ARDatabase	vanRO	VanS-VanR two-component regulatory system|gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanO_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6758	gb|AHB39758_1|ARO_3003013|dfrA15__Escherichia_coli_	ARO:3003013	CARD	ARDatabase	dfrA15	antibiotic resistant dihydrofolate reductase|determinant of diaminopyrimidine resistance|antibiotic target replacement protein|determinant of antibiotic resistance	Protein	CARD	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF6759	gb|AHE41345_1|ARO_3002797|QnrS8__Klebsiella_pneumoniae_	ARO:3002797	CARD	ARDatabase	qnrS	determinant of fluoroquinolone resistance|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	qnrS_Quinolone_resistance_protein	Quinolone_resistance_protein	Fluoroquinolones	Antibiotic_target_protection	Yes	Yes
MF6760	gb|AHG97174_1|ARO_3003011|dfrA10__Klebsiella_pneumoniae_	ARO:3003011	CARD	ARDatabase	dfrA10	antibiotic resistant dihydrofolate reductase|determinant of diaminopyrimidine resistance|antibiotic target replacement protein|determinant of antibiotic resistance	Protein	CARD	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF6761	gb|AHH86051_1|ARO_3004063|EdeQ__Brevibacillus_brevis_	ARO:3004063	CARD	ARDatabase	EdeQ	determinant of antibiotic resistance|antibiotic inactivation enzyme|determinant of resistance to peptide antibiotics|determinant of resistance to polyamine antibiotics|Edeine acetyltransferase	Protein	CARD	EdeQ_Edeine_Acetyltransferase	Edeine_acetyltransferase	Peptide	Antibiotic_inactivation	Yes	Yes
MF6762	gb|AHJ02283_1|ARO_3003186|CARB-23__Vibrio_parahaemolyticus	ARO:3003186	CARD	ARDatabase	blaCARB	class A beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	CARB_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6763	gb|AHL39333_1|ARO_3001848|ACT-28__Enterobacter_cloacae_	ARO:3001848	CARD	ARDatabase	blaACT	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ACT_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6764	gb|AHM76768_1|ARO_3002106|CMY-93__Citrobacter_freundii_	ARO:3002106	CARD	ARDatabase	blaCMY	CMY-LAT beta-lactamase|CMY-MOX beta-lactamase|CMY-LAT-MOX beta-lactamase|class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	CMY_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6765	gb|AHM76774_1|ARO_3001843|ACT-22__Enterobacter_cloacae_	ARO:3001843	CARD	ARDatabase	blaACT	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ACT_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6766	gb|AHM76779_1|ARO_3001840|ACT-19__Enterobacter_cloacae_	ARO:3001840	CARD	ARDatabase	blaACT	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ACT_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6767	gb|AHV80711_1|ARO_3002863|dfrA8__Salmonella_enterica	ARO:3002863	CARD	ARDatabase	dfrA8	antibiotic resistant dihydrofolate reductase|determinant of diaminopyrimidine resistance|antibiotic target replacement protein|determinant of antibiotic resistance	Protein	CARD	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF6768	gb|AHW42429_1|ARO_3002858|dfrA12__Klebsiella_pneumoniae	ARO:3002858	CARD	ARDatabase	dfrA12	antibiotic resistant dihydrofolate reductase|determinant of diaminopyrimidine resistance|antibiotic target replacement protein|determinant of antibiotic resistance	Protein	CARD	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF6769	gb|AHY03238_1|ARO_3002789|QnrD2__Salmonella_enterica	ARO:3002789	CARD	ARDatabase	qnrD	determinant of fluoroquinolone resistance|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	qnrD_Quinolone_resistance_protein	Quinolone_resistance_protein	Fluoroquinolones	Antibiotic_target_protection	Yes	Yes
MF6770	gb|AIA08936_1|ARO_3000444|rphA__Streptomyces_sp_	ARO:3000444	CARD	ARDatabase	rphA	rifampin inactivation enzyme|determinant of rifamycin resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	RphA_Rifampin_Phosphotransferase	Rifampin_phosphotransferase	Rifamycin	Antibiotic_inactivation	Yes	Yes
MF6771	gb|AIA09786_1|ARO_3000861|rmtC__Pseudomonas_aeruginosa_	ARO:3000861	CARD	ARDatabase	rmtC	determinant of aminoglycoside resistance|16S ribosomal RNA methyltransferase|determinant of antibiotic resistance|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	RmtC_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF6772	gb|AIA58910_1|ARO_3002236|IMP-45__Pseudomonas_aeruginosa_	ARO:3002236	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6773	gb|AIT76105_1|ARO_3002147|DHA-16__Morganella_morganii_	ARO:3002147	CARD	ARDatabase	blaDHA	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	DHA_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6774	gb|AIT76106_1|ARO_3002146|DHA-15__Klebsiella_pneumoniae_	ARO:3002146	CARD	ARDatabase	blaDHA	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	DHA_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6775	gb|AIT76110_1|ARO_3002239|IMP-48__Pseudomonas_aeruginosa_	ARO:3002239	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6776	gb|AIT76117_1|ARO_3002179|MIR-14__Enterobacter_asburiae_	ARO:3002179	CARD	ARDatabase	blaMIR	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	MIR_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6777	gb|AIZ00987_1|ARO_3003117|OXA-421__Acinetobacter_pittii_	ARO:3003117	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6778	gb|AJD73064_1|ARO_3001301|RlmA(II)__Streptococcus_pneumoniae_	ARO:3001301	CARD	ARDatabase	RlmA(II)	determinant of antibiotic resistance|determinant of macrolide resistance|non-erm 23S ribosomal RNA methyltransferase (G748)|23S ribosomal RNA methyltransferase|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	Non_erm_Erm_23S_rRNA_Methyltransferase	23S_rRNA_methyltransferase	MLS	Antibiotic_target_alteration	Yes	Yes
MF6779	gb|AJE60855_1|ARO_3003209|FosA5__Escherichia_coli_	ARO:3003209	CARD	ARDatabase	fosA	fosfomycin inactivation enzyme|determinant of fosfomycin resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	FosA_Fosfomycin_thiol_transferase	Fosfomycin_thiol_transferase	Fosfomycin	Antibiotic_inactivation	Yes	Yes
MF6780	gb|AJO16046_1|ARO_3003167|CTX-M-159__Proteus_mirabilis_	ARO:3003167	CARD	ARDatabase	blaCTX-M	class A beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	CTX_M_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6781	gb|AJP77054|ARO_3003716|CPS-1__Chryseobacterium_sp_	ARO:3003716	CARD	ARDatabase	blaCPS	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	CPS_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6782	gb|AJP77057|ARO_3003718|MSI-1__Massilia_sp_	ARO:3003718	CARD	ARDatabase	MSI-1	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	MSI_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6783	gb|AJP77058|ARO_3003719|MSI-OXA__Massilia_sp_	ARO:3003719	CARD	ARDatabase	MSI-OXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6784	gb|AJP77059|ARO_3003670|PEDO-1__Pedobacter_sp_	ARO:3003670	CARD	ARDatabase	blaPEDO	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	PEDO_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6785	gb|AJP77071|ARO_3003714|PEDO-2__Pedobacter_sp_	ARO:3003714	CARD	ARDatabase	blaPEDO	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	PEDO_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6786	gb|AJP77076|ARO_3003715|PEDO-3__Pedobacter_sp_	ARO:3003715	CARD	ARDatabase	blaPEDO	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	PEDO_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6787	gb|AJP77080|ARO_3003720|SPG-1__Sphingomonas_sp_	ARO:3003720	CARD	ARDatabase	blaSPG	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	SPG_beta_lacatamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6788	gb|AJP77085|ARO_3003717|ESP-1__Epilithonimonas_sp_	ARO:3003717	CARD	ARDatabase	blaESP	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ESP_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6789	gb|AKA86814|ARO_3003746|optrA__Enterococcus_faecalis_	ARO:3003746	CARD	ARDatabase	optrA	determinant of antibiotic resistance|antibiotic target protection protein|ABC-F ATP-binding cassette ribosomal protection protein	Protein	CARD	Unknown_ABC_F_proteins	ABC_F_ribosomal_protection_protein	Linezolid	Antibiotic_target_protection	Yes	Yes
MF6790	gb|AKF12264_1|ARO_3004498|dfrB4__Escherichia_coli_	ARO:3004498	CARD	ARDatabase	dfrB4	antibiotic resistant dihydrofolate reductase|determinant of diaminopyrimidine resistance|antibiotic target replacement protein|determinant of antibiotic resistance	Protein	CARD	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF6791	gb|AKN19287_1|ARO_3002578|AAC(6_)-Ib7__Salmonella_enterica	ARO:3002578	CARD	ARDatabase	AAC(6')	aminoglycoside acetyltransferase (AAC)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	AAC6_prime	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4291	DLFM10_00777|F20_CST_4|gene-1|-|171-764|complete	RF0170	Resfams	FxnlSlxns	tetR	PF00440.18_Bacterial regulatory proteins tetR family	HMM	Resfams	Efflux_Pump_Regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6793	gb|ALU64000|ARO_3003713|VCC-1__Vibrio_cholerae_	ARO:3003713	CARD	ARDatabase	blaVCC	class A beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	VCC_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6794	gb|ALV80601_1|ARO_3003801|bcr-1__Pseudomonas_aeruginosa_	ARO:3003801	CARD	ARDatabase	bcr-1	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	bcr_MFS_efflux_pump	MFS_efflux_pump	Phenicol	Antibiotic_efflux	Yes	Yes
MF6795	gb|ALX06067_1|ARO_3000594|ErmR__Aeromicrobium_erythreum_	ARO:3000594	CARD	ARDatabase	Erm	determinant of streptogramin resistance|determinant of lincosamide resistance|determinant of macrolide resistance|23S ribosomal RNA methyltransferase|determinant of antibiotic resistance|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	Erm_23S_rRNA_Methyltransferase	23S_rRNA_methyltransferase	MLS	Antibiotic_target_alteration	Yes	Yes
MF6796	gb|ALX99516_1|ARO_3003811|adeC__Acinetobacter_baumannii_	ARO:3003811	CARD	ARDatabase	adeC	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	AdeABC_RND_efflux_pump	RND_efflux_pump	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF6797	gb|AML99881_1|ARO_3001327|mdtK__Salmonella_enterica	ARO:3001327	CARD	ARDatabase	MdtK	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	MdtK_MATE_efflux_pump	MATE_efflux_pump	Multidrug_Class	Antibiotic_efflux	Yes	Yes
MF6798	gb|AMP35312_1|ARO_3002831|vgaC__Enterobacter_cloacae_	ARO:3002831	CARD	ARDatabase	vgaC	ABC-F ATP-binding cassette ribosomal protection protein|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	Unknown_ABC_F_proteins	ABC_F_ribosomal_protection_protein	MLS	Antibiotic_target_protection	Yes	Yes
MF6799	gb|AMP42147_1|ARO_3004442|tet(W_N_W)__uncultured_bacterium	ARO:3004442	CARD	ARDatabase	tetW/N/W	antibiotic target protection protein|determinant of tetracycline resistance|determinant of antibiotic resistance	Protein	CARD	tetW_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF6800	gb|AMP42492_1|ARO_3004441|tet(59)__uncultured_bacterium	ARO:3004441	CARD	ARDatabase	tet59	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	tet59_MFS_efflux_pump	MFS_efflux_pump	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF6801	gb|AMY61250_1|ARO_3004092|HMB-1_beta-lactamase__Pseudomonas	ARO:3004092	CARD	ARDatabase	blaHMB	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	HMB_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4299	DLFM10_00869|F7_CIP_86|gene-1|-|105-752|complete	RF0170	Resfams	FxnlSlxns	tetR	PF00440.18_Bacterial regulatory proteins tetR family	HMM	Resfams	Efflux_Pump_Regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6803	gb|ANZ79240_1|ARO_3004035|tetA(60)__uncultured_bacterium_	ARO:3004035	CARD	ARDatabase	tetA60	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	tetAB_ABC_Transporter	ABC_transporter	Tetracyclines	Antibiotic_efflux	Yes	Yes
